,Estado,FechasFechaPublicacion,Nombre,CompradorNombreOrganismo,CompradorCodigoOrganismo,AdjudicacionUrlActa,CodigoExterno
4281,Desierta o art 3 o 9 Ley 19 886,2016-11-28T10:15:32.213,EQUIPAMIENTO SALA DE REHABILITACION,Ilustre Municipalidad de Tierra Amarilla,7360,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=99RgrEQdDmN+JM0lIv1nOo+xq/0o4+4rsArx1dA85as=,4484-55-L116
3690,Desierta o art 3 o 9 Ley 19 886,2016-11-28T10:18:21.29,REGALOS DE NAVIDAD ESCUELA RIO BUENO,Ilustre Municipalidad de Rio Bueno,117580,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=PP6zGEdcXml3hIw1L7x3/wZNuryDwq7MTQAM3c0wC38=,3850-44-L116
3283,Adjudicada,2016-11-09T12:12:07.29,KIT DE BANO PARA EDIFICIO CONSISTORIAL,Ilustre Municipalidad de Vilcun,115009,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=i+RDKoqZijkxiRu7vavQkSyqblM+Hud9EDjK+wCqY5I=,3477-236-L116
3284,Desierta o art 3 o 9 Ley 19 886,2016-11-28T10:24:06.697,KIT DE BANO PARA EDIFICIO CONSISTORIAL,Ilustre Municipalidad de Vilcun,115009,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=3Ors/czX6Pe6SkrJyA2hUrU54wdjVcH3+jvOXND8Tdc=,3477-241-L116
2018,Desierta o art 3 o 9 Ley 19 886,2016-11-28T10:31:37.023,DELANTALES Y MANTELES,ILUSTRE MUNICIPALIDAD DE RANCAGUA,87167,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=/LX3FueYuDez1a5otcbVyb4yttvA7Aol8R/LHIW4nUc=,2401-501-L116
3704,Desierta o art 3 o 9 Ley 19 886,2016-11-28T10:55:30.863,INSUMOS APICOLAS,Municipalidad de Gorbea,117586,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=HqyPbsKd3xk8+D2vhJW4Yfbd8/PzlWqG22sh83YseR8=,3869-238-L116
2623,Desierta o art 3 o 9 Ley 19 886,2016-11-28T10:58:11.023,Arriendo Juegos Inflables,ILUSTRE MUNICIPALIDAD DE ANGOL,100156,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=13MGu8uc32ngbeaHUtxeVKwSPVMJOvAhw9U5w+ganXI=,2736-246-L116
1402,Desierta o art 3 o 9 Ley 19 886,2016-11-28T11:07:23.61,FREEZER Y JUEGOS DE LOZA,Servicio de Salud del Reloncavi,7104,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=CB5topFlpAhsX2hlbVaT6uLnSiGctJUPuvuAjjPSIQA=,2139-34-L116
3104,Desierta o art 3 o 9 Ley 19 886,2016-11-28T11:46:02.033,Equipamiento tecnologico Escuela Egon Keutmann,Ilustre Municipalidad de Loncoche,113851,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ouQNuvm+IsPM3yCcOzz9ZESrD0NkhDOAMXg6z0fCmPU=,3201-91-L116
2150,Desierta o art 3 o 9 Ley 19 886,2016-11-28T12:02:05.967,MATERIALES ODONTOLOGICOS,Municipalidad de Los Angeles,87187,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=7Xns+3XMhyLkJhu2zUp3zkHm+6en/N7dqVePecVqhrA=,2410-315-L116
1373,Desierta o art 3 o 9 Ley 19 886,2016-11-28T12:21:13.757,Compra Servicios Medicos para Cubirir Turnos UPC,Hospital Coquimbo,7416,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=B61Kz7ZKDZbu2nVud9SP8Aepmyj+VhbFDT8o4n4+H28=,2126-114-LQ16
2720,Desierta o art 3 o 9 Ley 19 886,2016-11-28T12:22:38.737,SDA 519110 519109 / PLANCHAS DE MASISA Y ROLLOS DE PAPEL FIELTRO,MUNICIPALIDAD DE SAN PEDRO DE LA PAZ,100704,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=buOZ1EUHUeNruVs5C8hBG96v8XNkoIHWIV0gvE7CqYU=,2785-354-L116
2392,Desierta o art 3 o 9 Ley 19 886,2016-11-28T13:03:20.49,Servicio de Extraccion de Basuras,MUNICIPALIDAD DE SANTIAGO,86568,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ZFMI67DWue3UBt8sjZR/sBZhQQEaiN0VFNqoV/hm3kY=,2582-114-LP16
2134,Desierta o art 3 o 9 Ley 19 886,2016-11-28T13:32:03.71,LIMPIEZA DE TAPICES VEHICULOS DAEM,Municipalidad de Los Angeles,87187,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=jCQ5HdiiqCWrDfL+WlVBt3lRNpEpapCRoZAJ3RiVOyI=,2409-906-L116
1683,Desierta o art 3 o 9 Ley 19 886,2016-11-28T13:43:43.873,ALIMENTOS D C 2000 3127 SFR,I MUNICIPALIDAD DE LA PINTANA,83825,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=j/mHtg5+DIvJlzSq2UNXmvQClKo5YJmKUWZGzwvfAys=,2273-1156-L116
3261,Desierta o art 3 o 9 Ley 19 886,2016-11-28T13:52:00,PRODUCTOS SILVOAGROPECUARIOS,ILUSTRE MUNICIPALIDAD DE PURRANQUE,114916,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=FSK8KlftVIvw6bGheW1BCJx+4Pdp1yJfzVn8Ve6uEbs=,3443-57-LE16
1973,Desierta o art 3 o 9 Ley 19 886,2016-11-28T14:49:33.347,ACCESORIOS SISTEMAS DE RIEGO TECNIFICADO,ILUSTRE MUNICIPALIDAD DE CALAMA,86917,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=UWQpV6Kj68xUnPaca+h3ZZgW8M0JlefatvrlZE8TWx0=,2385-79-L116
2625,Desierta o art 3 o 9 Ley 19 886,2016-11-28T15:04:46.973,Helados,ILUSTRE MUNICIPALIDAD DE ANGOL,100156,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=6swfChPYxtCX7KEQKtALtwuAjynQDOAghEArwxyn1Qc=,2736-249-L116
2772,Desierta o art 3 o 9 Ley 19 886,2016-11-28T15:26:02.03,Equipamiento General para Laboratorio Clinico,ILUSTRE MUNICIPALIDAD DE QUILLOTA,88203,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=vkcnNNpO0SNlZO+yBzeYLxidlDwAlt0Cui1Z7c/0g3Q=,2832-66-L116
4960,Desierta o art 3 o 9 Ley 19 886,2016-11-28T15:36:39.58,Mantencion y Reparacion de Fotocopiadoras SP 63,I Municipalidad de Rio Negro,7367,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=x5DqYYg+NtuA8unH0uk9wpNQ95h1Q3k0Ul2bF4fYArU=,602-169-L116
4594,Desierta o art 3 o 9 Ley 19 886,2016-11-28T15:38:00,Convenio Compra de Examenes de Laboratorio vfj,Hospital Herminda Martin,7042,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=/ZeCQoGWyMg2QjV8ATVhL0O0issGUmnvygx9Z3M6VwE=,5129-93-LE16
1552,Adjudicada,2016-11-15T10:40:58.623,INSUMOS SALUD MENTAL,Hospital Pichilemu,7436,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=wiPtsBAp4ux/kHzhXxORoz+MQzptWu2WBrIjc627Olk=,2207-358-L116
1569,Adjudicada,2016-11-21T12:25:46.467,INSUMOS SALUD MENTAL,Hospital Pichilemu,7436,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=TPP6dLLtcjFsGdCycviAxmMCnYgN1Xe6H80qhoT3qnY=,2207-378-L116
1570,Desierta o art 3 o 9 Ley 19 886,2016-11-21T12:49:07.593,INSUMOS SALUD MENTAL,Hospital Pichilemu,7436,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=adHhYcqpD7X+WZJrvvdZfImGmjT0z4tDKyAWAaVj9Yg=,2207-379-L116
1571,Adjudicada,2016-11-21T14:39:20.503,INSUMOS SALUD MENTAL,Hospital Pichilemu,7436,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=14B8oKZ+f15BrP3I+OsV/ba16mKQ69Ntaen8fjvCyFE=,2207-380-L116
1575,Adjudicada,2016-11-21T17:16:07.633,INSUMOS SALUD MENTAL,Hospital Pichilemu,7436,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=J3OUkzhBlYc+bIMANuDXwCbKuzUFNV2wMRvnqhgU2Eo=,2207-384-L116
1576,Desierta o art 3 o 9 Ley 19 886,2016-11-28T16:26:34.983,INSUMOS SALUD MENTAL,Hospital Pichilemu,7436,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=w3ZuknVGyZ3/dAt4oGQFyvowxWE/0Cbq1rM+KgL9Gsc=,2207-386-L116
5436,Desierta o art 3 o 9 Ley 19 886,2016-11-28T16:27:12.83,Elementos de uso diario para Salud Ocupacional,Ministerio de Salud MINSAL,7079,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=c7/gPbx22jZryBIOvlpagdP9JFbeclJHnQ5fxLzS7X0=,924-98-LE16
8,Desierta o art 3 o 9 Ley 19 886,2016-11-08T17:20:59.397,REPOSICION CUBIERTA LABORATORIO REG DE VIALIDAD,MOP Direccion de Vialidad,7248,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=il1mk9F454/a9401QjVO5d2xJsVzhL40yhR3K9FFIIU=,1003-65-LE16
10,Desierta o art 3 o 9 Ley 19 886,2016-11-28T16:51:31.073,REPOSICION CUBIERTA LABORATORIO REG DE VIALIDAD,MOP Direccion de Vialidad,7248,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=wqGFS8P09TmCJYgMdlNioLkDIQZll+dyq1kHqDBxWrs=,1003-68-LE16
2914,Desierta o art 3 o 9 Ley 19 886,2016-11-28T17:15:51.63,Adquisicion Materiales y Repuestos para ser Utilizados en Vertedero Municipal,Ilustre Municipalidad de Monte Patria,112924,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=nIYyttdNNLuJLQunB9YRqfSWIlHfshGWpK9rQAFtgYs=,2997-132-L116
2252,Desierta o art 3 o 9 Ley 19 886,2016-11-28T17:18:38.28,ADQUISICION DE CHAQUETAS CORPORATIVA,ILUSTRE MUNICIPALIDAD DE LA SERENA,87976,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=1/Rc7JXYMqWKW7XCvDnLdbMK1H0XUT7z+gKoJC6qBv8=,2450-909-L116
4486,Desierta o art 3 o 9 Ley 19 886,2016-11-28T17:57:54.553,Servicio de Transporte Aereo de personas enfermas,Hospital de Puerto Montt,127018,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=NzZKLG3RNbx8Zu707R4g5xpv4t8fNrGFy8Je5vUh6BY=,4877-9-LQ16
2114,Adjudicada,2016-11-21T17:04:15.287,ADQ MATERIALES HABILITACION BOX DENTAL DE LICEO A 61 OBRAS,Municipalidad de Los Angeles,87187,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=DIz8LHKjv8nOVhiTDDsu/gggsOkWWVkfArjtRjT9eyI=,2409-878-L116
2138,Desierta o art 3 o 9 Ley 19 886,2016-11-28T18:02:16.687,ADQ MATERIALES HABILITACION BOX DENTAL DE LICEO A 61 OBRAS,Municipalidad de Los Angeles,87187,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ZjL2dTDoarX59JL8GAAqudxoebnjizTvBzgwBKDtBog=,2409-910-L116
3081,Desierta o art 3 o 9 Ley 19 886,2016-11-28T18:07:42.247,EQUIPAMIENTO AEROPOLICIAL,Carabineros de Chile,113812,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ov6rJ99JaGL8UjdhJ3xaPNwgqTNo6fgsdhT/fWAKj7w=,3179-152-LE16
719,Desierta o art 3 o 9 Ley 19 886,2016-11-28T18:19:18.347,Juguetes a entregar a ninos as Segun Programa Navidad 2016 sm00587,Ilustre Municipalidad de Diego de Almagro,7454,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ulMAFnPdwtlXM0CRcopLvKCtEiT9Uf/bEf6HPvJnCa8=,1638-319-LE16
2713,Desierta o art 3 o 9 Ley 19 886,2016-11-29T08:50:37.523,COMPRA DE EQUIPAMIENTO PARA PROGRAMA JEFAS HOGAR,ILUSTRE MUNICIPALIDAD DE LA LIGUA,100648,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=NrjiAx8BdxFRCEsk+FeOUdcw7PnN7zRqEhwVCjqiu1I=,2783-129-L116
2714,Desierta o art 3 o 9 Ley 19 886,2016-11-29T09:03:39.803,COMPRA DE EQUIPAMIENTO MAQUINARIA PMJH,ILUSTRE MUNICIPALIDAD DE LA LIGUA,100648,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=6ZtFdc/YwGoztCDacTBxE5md2EXPp1ONYFzjC/Gj15Q=,2783-130-L116
1310,Desierta o art 3 o 9 Ley 19 886,2016-11-29T09:26:00,EXAMENES HOSPITAL DE LEBU,Hospital Lebu,7402,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ET8NBQL25qCCyK/xkPxK4P7i7ygB/OgSx8/PMUlX5pQ=,2102-122-LE16
3834,Desierta o art 3 o 9 Ley 19 886,2016-11-29T09:30:45.257,INSUMOS DE ESTERILIZACION NOVIEMBRE 2016,Cesfam Dr Alejandro Gutierrez,118627,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=yvbazIFW0z+pf2HlKD+iEtSwcwuLXNbkdQz2PrPsBLc=,3949-27-L116
3905,Desierta o art 3 o 9 Ley 19 886,2016-11-29T09:38:53.433,COMPRA DE JUGUETES DE NAVIDAD,Ilustre Municipalidad de Camina,119487,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=NbXAep71bUjHmIviXQNTkfvYAf1pDVQ1hgafELY950s=,4019-120-L116
3135,Desierta o art 3 o 9 Ley 19 886,2016-11-29T10:32:35.597,ADQUISICION DE AZULEJOS PINTURA Y OTROS ESCUELA 1848 CERRILLOS,Ilustre Municipalidad de Cerrillos,7241,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=fMVSq8BqXhn5X7uxYcozB987d8PkAkXMWG3xkoaoBbI=,324-416-L116
4616,Desierta o art 3 o 9 Ley 19 886,2016-11-29T10:45:14.76,Adq Med ONCOLOGICOS para el Hospital Dipreca,Fondo Hospital Dipreca,220665,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=CGhW2Owo6P353q8IKRqFyAzbORtrFFDCCCszXTBqs1s=,5136-530-LP16
5350,Desierta o art 3 o 9 Ley 19 886,2016-11-29T11:02:21.867,Contrato de Suministro de Pan para el Hospital Carlos Van Buren,Hospital Carlos Van Buren,1468521,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=WhE2vNu+EDOkh49e8KNMX4SbFl2+w1Kk0PgCEo1ChzY=,873299-104-LQ16
2919,Desierta o art 3 o 9 Ley 19 886,2016-11-29T11:18:38.07,Prismaticos binoculares y Parlante amplificador portable,Ilustre Municipalidad de Monte Patria,112924,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=k1S4/mn5FmY/q+Xm8VDFSypAJA28JwJLH0hoqtg0+Wk=,3000-120-L116
2970,Desierta o art 3 o 9 Ley 19 886,2016-11-29T11:21:33.35,COMPRA DE CARPETAS,MUNICIPALIDAD DE LOTA,113259,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=sbAp+FEBCUui508NDTH4jLcO01T3onv8Wql6ZG9WGWs=,3017-890-L116
2978,Adjudicada,2016-11-29T10:23:48.517,MATERIALES PROY 931 PMU E MEJORAMIENTO DE ACERAS FRENTE A DEPTOS PABLO NERUDA LOTA ALTO,MUNICIPALIDAD DE LOTA,113259,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=pUKpZ/fkc5n7wcafG+KJtiYhDkp5mDWHSTfDSWqD5Pc=,3017-907-L116
2979,Desierta o art 3 o 9 Ley 19 886,2016-11-29T11:33:25.75,MATERIALES PROY 931 PMU E MEJORAMIENTO DE ACERAS FRENTE A DEPTOS PABLO NERUDA LOTA ALTO,MUNICIPALIDAD DE LOTA,113259,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=iYi4ofxACu14fq48kpN3iweeVmycZj3+DwVjrYas41o=,3017-908-L116
1878,Desierta o art 3 o 9 Ley 19 886,2016-11-29T11:35:10.99,SP 1631 DIDECO/JUVENTD/ADQ 4329/ADQUISICION DE TRANSCEPTOR Y MICROFONOS,ILUSTRE MUNICIPALIDAD DE SAN BERNARDO,86548,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=rWbrJVC/F1Emx5of44WxNOiblPQ6LGYPjEePvC75DqQ=,2341-649-L116
3170,Desierta o art 3 o 9 Ley 19 886,2016-11-29T11:54:37.96,MANTENCION VEHICULOS BRIANT ANTOFAGASTA,Policia de Investigaciones de Chile,111880,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=aYvSNgwffXchZVNfIZsqRb7ujGgRirZRUmmBxKtRwNg=,3274-61-L116
1688,Desierta o art 3 o 9 Ley 19 886,2016-11-29T12:08:57.41,PLANCHAS ZINC VOLCANITA Y LISAS D C N3191 ear,I MUNICIPALIDAD DE LA PINTANA,83825,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=3UHK0BzQlWpM/8HH4bHZauoOzuk3M28j9hgRV+wtEBM=,2273-1164-L116
1879,Desierta o art 3 o 9 Ley 19 886,2016-11-29T12:13:51.053,SP 1676 DIDECO/JUVENTUD/ ADQ 4330/COMPRA POLERAS Y CAMISAS,ILUSTRE MUNICIPALIDAD DE SAN BERNARDO,86548,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=yBu9tl9uK0d6RTWAWYYnhO19/694cWDRfFokQfoarkI=,2341-650-L116
2715,Desierta o art 3 o 9 Ley 19 886,2016-11-29T13:07:25.283,COMPRA DE TROFEOS Y MEDALLAS,ILUSTRE MUNICIPALIDAD DE LA LIGUA,100648,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=Cy77bpvLWpCgHFy+cgi8ZkSsm6jktJmj8ENG3CnO+EM=,2783-131-L116
1689,Desierta o art 3 o 9 Ley 19 886,2016-11-29T13:25:03.263,MEDICAMENTOS D C 2000 3183 SFR,I MUNICIPALIDAD DE LA PINTANA,83825,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=jwvppA1+9dUPfphevMVJvY1z6LwzcXejzjTxPEf5zk0=,2273-1166-L116
1425,Desierta o art 3 o 9 Ley 19 886,2016-11-29T13:55:28.07,MATERIALES FERRETERIA MN 105 EMAIL SS GG,Hospital Sanatorio San Jose de Maipo,7477,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=Mv3UiqvOl/jEoCsKNgrifT2wkJN9A88aNe3L5+Vb58E=,2153-103-L116
4161,Desierta o art 3 o 9 Ley 19 886,2016-11-29T15:18:41.997,Planchas policarbonato perfiles unidades demostr,Ilustre Municipalidad de Nacimiento,135561,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=iu4Wl/saD7k7rIHAHyZrgxTWcXb1dxPKTT73Iy+P79M=,4351-180-L116
4868,Desierta o art 3 o 9 Ley 19 886,2016-11-29T15:22:30.943,CAJA DE CONTROL Y FOTOSENSOR,ARMADA DE CHILE,111875,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=jd8qxwu4d2d5jFGiIJlTo8soRDB6YARwpW+BhJ4A3+E=,559803-61-L116
3555,Desierta o art 3 o 9 Ley 19 886,2016-11-29T15:46:57.697,INSTRUMENTOS MUSICAL ORQUESTA CLASICA JUVENIL,Ilustre Municipalidad de Laja,116405,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=H+VYT0oVQd7Y7N9Lg9Yw1lL8Jt8SnFmJRN18aMqKXRc=,3736-101-LE16
3451,Desierta o art 3 o 9 Ley 19 886,2016-11-29T15:47:37.913,REPARACION DE RX MOBILETT Y FIBRONASOLARINGOSCOPIO,Instituto Nacional del Cancer,7276,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=AENNjfC4YdaWmMssbpG5BQPkdDSdrZCA9E1ibx9dSDE=,359-196-LE16
2425,Desierta o art 3 o 9 Ley 19 886,2016-11-29T15:57:22.86,ADQ MATERIALES DE FERRETERIA OFICINA Y ASEO MM N 29/16 DOM MZJ IMA,ILUSTRE MUNICIPALIDAD DE ARICA,86624,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=Hr86hs6UGAD+rqiL+euyLI6C8Vh5SFve9C7qlVLfWQg=,2585-482-L116
2427,Desierta o art 3 o 9 Ley 19 886,2016-11-29T16:08:00.88,ADQ ALIMENTO PARA PERROS D A N 15 716 DIDECO CVG IMA,ILUSTRE MUNICIPALIDAD DE ARICA,86624,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=DnLSeqLav4LcQ1GxxqydLrtIAaKMcKtVjzQU8ZWfvgI=,2585-487-L116
3229,Desierta o art 3 o 9 Ley 19 886,2016-11-29T16:26:06.39,Adquisicion de Repuestos para actual Central Telefonica del Hospital Militar de Santiago,Ejercito de Chile,111870,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=1ZpMnSyEVxsg4UyWePffEg7UIt03pVEqmg+WyQ5k+kA=,3378-112-L116
1691,Desierta o art 3 o 9 Ley 19 886,2016-11-29T16:33:00,ART DE ESCRITORIO DECRETO 2000 3192 mms,I MUNICIPALIDAD DE LA PINTANA,83825,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=Uw1BjBSiFR7KluqaqSr0jCr0OuHMnK1uSDXHr6vBdJI=,2273-1168-L116
4575,Desierta o art 3 o 9 Ley 19 886,2016-11-29T16:49:36.687,Reactivos Deteccion TBC microscopia fluorescencia,Hospital Dr Lautaro Navarro Avaria,7297,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=DLRKLRFD2WZSsyOrH/uncOCQJPlaum6XBbzMEV0jKJs=,5069-50-LP16
220,Desierta o art 3 o 9 Ley 19 886,2016-11-29T17:12:25.273,JORNADA DE INTERCAMBIO DE EXPERIENCIAS,Gobernacion Provincial de Nuble,7142,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=4vEEjDPgEH6+TcKTWbNzwfuBesFkL3SrrEjnMYjxZ5E=,1419-7-L116
3490,Desierta o art 3 o 9 Ley 19 886,2016-11-29T17:13:34.67,CONTRATO DE SUMINISTRO SERV MOVILIZACION MUNICIPALIDAD DE QUILLECO,Ilustre Municipalidad de Quilleco,115979,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=r4j2+wcpEwQWCitEAkqF/HSpL5/cKqeXIAjNJUFXZy8=,3649-133-L116
1803,Desierta o art 3 o 9 Ley 19 886,2016-11-29T17:53:11.663,CONTRATO DE SUMINISTRO DE DIFERENTES MATERIALES DE FERRETERIA PARA LA COMUNA DE MOLINA 2 2da Publicacion,ILUSTRE MUNICIPALIDAD DE MOLINA,84961,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=RRc50Ggn0zB3vkzw4DMG04XuUl7RalsqIww6EM14gA4=,2309-91-LE16
3171,Desierta o art 3 o 9 Ley 19 886,2016-11-29T18:06:39.373,PDI COPIAPO MANTENCION Y REPARACION VEHICULOS MT 0,Policia de Investigaciones de Chile,111880,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=i2RPtp9BwoA7izjdvYr50hX0LQrUlkhRkHvWYHZGVWY=,3281-37-L116
4048,Desierta o art 3 o 9 Ley 19 886,2016-11-29T19:44:47.323,ADQUISICION DE TRAMOS DE DEFENSAS PEATONALES,Ilustre Municipalidad de Curanilahue,127036,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=JzoUiEG1deGF9PQdaJ3MCvTOZH4J0OhwCVMn+3doPlo=,4236-66-L116
3156,Desierta o art 3 o 9 Ley 19 886,2016-11-29T19:48:02.977,juegos inflables escuela gladys canales paredes,Ilustre Municipalidad de Pelluhue,113978,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=Cj+0OJlOpibmTa2nuXFgOkMkbrfpVMTFf2q2tJODAG0=,3252-92-LE16
3180,Desierta o art 3 o 9 Ley 19 886,2016-11-29T19:50:41.277,SERVICIOS DE COCTELERIA Y PREPARACION DE ALIMENTOS PERIODO 2017,ILUSTRE MUNICIPALIDAD DE CHAITEN,114392,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=tQdwuNdKynIMAGGhAQaQgZ1dUStXfXUmaksmh7WhKdo=,3284-72-L116
